ID,layer,category,size,depth,level
GO:1902225,1,biological_process,1,5,5
GO:1903302,1,biological_process,1,5,5
GO:0001830,1,biological_process,1,4,4
GO:1902605,1,biological_process,1,6,6
GO:0001178,1,biological_process,1,11,8
GO:1905280,1,biological_process,1,6,6
GO:0046692,1,biological_process,1,3,3
GO:0021757,1,biological_process,1,4,4
GO:0014886,1,biological_process,1,6,6
GO:0097298,1,biological_process,1,5,5
GO:1903259,1,biological_process,1,6,6
GO:0007495,1,biological_process,1,4,4
GO:0010630,1,biological_process,1,7,7
GO:1902615,1,biological_process,1,3,3
GO:0044357,1,biological_process,1,7,4
GO:0007321,1,biological_process,1,4,4
GO:0007112,1,biological_process,1,4,4
GO:0006666,1,biological_process,1,8,4
GO:0002412,1,biological_process,1,3,3
GO:1905199,1,biological_process,1,5,5
GO:0045107,1,biological_process,1,7,6
GO:0070684,1,biological_process,1,3,3
GO:0060481,1,biological_process,1,6,6
GO:0150138,1,biological_process,1,6,6
GO:0009106,1,biological_process,1,6,4
GO:0070247,1,biological_process,1,8,8
GO:2001114,1,biological_process,1,6,5
GO:0048561,1,biological_process,1,5,5
GO:0030034,1,biological_process,1,7,7
GO:1900036,1,biological_process,1,6,5
GO:0032671,1,biological_process,1,5,5
GO:0090364,1,biological_process,1,6,6
GO:1903457,1,biological_process,1,9,8
GO:1902070,1,biological_process,1,6,6
GO:0043251,1,biological_process,1,5,5
GO:0008626,1,biological_process,1,4,4
GO:0036098,1,biological_process,1,4,4
GO:0000388,1,biological_process,1,7,7
GO:0035039,1,biological_process,1,6,6
GO:0007618,1,biological_process,2,3,3
GO:0097370,1,biological_process,1,8,8
GO:0098967,1,biological_process,1,4,4
GO:1901188,1,biological_process,1,6,6
GO:0015904,1,biological_process,1,5,3
GO:0035677,1,biological_process,1,6,6
GO:0009107,1,biological_process,1,6,5
GO:0003335,1,biological_process,1,4,4
GO:0018969,1,biological_process,1,5,4
GO:0009104,1,biological_process,1,5,5
GO:1902374,1,biological_process,1,7,6
GO:0060097,1,biological_process,1,6,6
GO:0071951,1,biological_process,1,8,8
GO:0160087,1,biological_process,1,3,3
GO:1901384,1,biological_process,1,6,6
GO:0150136,1,biological_process,1,5,5
GO:1904247,1,biological_process,1,6,6
GO:0008653,1,biological_process,1,5,4
GO:0015761,1,biological_process,1,6,6
GO:0120221,1,biological_process,1,7,7
GO:1900260,1,biological_process,1,6,6
GO:0090721,1,biological_process,1,5,5
GO:0021758,1,biological_process,1,4,4
GO:0060470,1,biological_process,1,4,4
GO:0032711,1,biological_process,1,6,6
GO:0035212,1,biological_process,1,4,2
GO:0060857,1,biological_process,1,5,5
GO:0007624,1,biological_process,2,2,2
GO:1990297,1,biological_process,1,5,5
GO:0043041,1,biological_process,1,6,6
GO:0035272,2,biological_process,1,4,4
GO:0021872,2,biological_process,1,6,6
GO:0006185,2,biological_process,1,9,7
GO:0043248,2,biological_process,16,6,6
GO:0046065,2,biological_process,1,9,6
GO:0019255,2,biological_process,1,5,4
GO:0099543,2,biological_process,1,6,6
GO:0099044,2,biological_process,2,5,5
GO:1903965,2,biological_process,1,7,6
GO:0000961,2,biological_process,2,8,7
GO:0050666,2,biological_process,1,7,7
GO:0090035,2,biological_process,1,7,7
GO:0120116,2,biological_process,1,5,5
GO:0140438,2,biological_process,1,7,7
GO:0090320,2,biological_process,1,5,5
GO:0009082,2,biological_process,3,7,6
GO:0019402,2,biological_process,1,7,7
GO:0007412,2,biological_process,3,3,3
GO:0045105,2,biological_process,2,5,5
GO:1904606,2,biological_process,1,5,5
GO:1990168,2,biological_process,4,10,10
GO:0090368,2,biological_process,1,7,6
GO:0010967,2,biological_process,1,6,6
GO:0006050,2,biological_process,2,5,5
GO:0000409,2,biological_process,1,9,9
GO:0021595,2,biological_process,1,3,3
GO:0140060,2,biological_process,1,7,7
GO:0046546,2,biological_process,1,4,4
GO:0032738,2,biological_process,1,6,6
GO:0018395,2,biological_process,1,8,8
GO:0050913,2,biological_process,6,7,7
GO:0006086,2,biological_process,10,9,7
GO:0034463,2,biological_process,1,7,7
GO:2000791,2,biological_process,2,7,5
GO:0046436,2,biological_process,1,7,7
GO:0071584,2,biological_process,1,9,8
GO:1900249,2,biological_process,1,10,10
GO:0032011,2,biological_process,1,6,6
GO:0141171,2,biological_process,1,5,5
GO:0097222,2,biological_process,1,6,6
GO:0042772,2,biological_process,1,5,5
GO:0015780,2,biological_process,13,6,3
GO:0044726,2,biological_process,4,9,9
GO:0072267,2,biological_process,1,5,5
GO:0043634,2,biological_process,2,7,7
GO:0006657,2,biological_process,7,8,8
GO:1902311,2,biological_process,1,7,7
GO:0071217,2,biological_process,1,4,4
GO:2000480,2,biological_process,1,9,9
GO:0072229,2,biological_process,1,7,6
GO:1903830,2,biological_process,20,8,5
GO:0006335,2,biological_process,7,5,5
GO:0006294,2,biological_process,1,7,7
GO:0003092,2,biological_process,1,6,6
GO:0002222,2,biological_process,2,6,6
GO:1902336,2,biological_process,1,7,7
GO:0110059,2,biological_process,2,8,8
GO:0021680,2,biological_process,8,3,3
GO:0001173,2,biological_process,1,7,7
GO:0014860,2,biological_process,1,5,5
GO:0006478,2,biological_process,1,8,6
GO:1904491,2,biological_process,11,7,7
GO:0043461,2,biological_process,8,7,7
GO:0071630,2,biological_process,4,8,8
GO:2000827,2,biological_process,1,9,8
GO:1904050,2,biological_process,1,7,7
GO:2000422,2,biological_process,1,7,6
GO:0072303,2,biological_process,1,8,8
GO:0072736,2,biological_process,1,7,7
GO:1990960,2,biological_process,1,3,3
GO:1903984,2,biological_process,1,9,9
GO:0032431,2,biological_process,1,8,8
GO:0051631,2,biological_process,1,6,6
GO:0006864,2,biological_process,2,6,6
GO:0018910,2,biological_process,1,4,4
GO:2001113,2,biological_process,1,6,6
GO:0002528,2,biological_process,3,4,4
GO:1990390,2,biological_process,2,11,11
GO:0021623,2,biological_process,2,4,4
GO:0018364,2,biological_process,2,6,6
GO:1902847,2,biological_process,1,5,5
GO:0036298,2,biological_process,2,7,7
GO:0008315,2,biological_process,2,5,4
GO:0017192,2,biological_process,1,8,7
GO:0030389,2,biological_process,2,5,5
GO:1904744,2,biological_process,1,6,6
GO:1904389,2,biological_process,2,7,7
GO:0071357,2,biological_process,4,6,6
GO:1903742,2,biological_process,2,8,5
GO:0009192,2,biological_process,1,8,7
GO:0070143,2,biological_process,1,9,8
GO:0036325,2,biological_process,1,7,7
GO:1903329,2,biological_process,1,5,5
GO:1901646,2,biological_process,1,7,7
GO:0001572,2,biological_process,2,7,6
GO:0030842,2,biological_process,1,7,6
GO:0072254,2,biological_process,1,7,7
GO:1901193,2,biological_process,2,10,6
GO:0001866,2,biological_process,2,7,7
GO:0021508,2,biological_process,3,3,3
GO:0034227,2,biological_process,5,7,7
GO:0071788,2,biological_process,1,7,5
GO:1900721,2,biological_process,1,9,7
GO:1902371,2,biological_process,4,9,7
GO:0036153,2,biological_process,1,8,8
GO:1904812,2,biological_process,1,8,8
GO:0010739,2,biological_process,5,7,7
GO:0180015,2,biological_process,1,4,4
GO:0034551,2,biological_process,13,8,7
GO:0018283,2,biological_process,2,7,7
GO:0032014,2,biological_process,2,8,8
GO:1902997,2,biological_process,2,7,7
GO:0042822,2,biological_process,4,5,4
GO:0017190,2,biological_process,2,8,7
GO:0098987,2,biological_process,2,7,6
GO:0120179,2,biological_process,1,7,7
GO:0110026,2,biological_process,2,7,7
GO:1903420,2,biological_process,1,7,7
GO:0021588,2,biological_process,1,3,3
GO:0061485,2,biological_process,1,6,6
GO:0060431,2,biological_process,1,7,4
GO:0021944,2,biological_process,1,4,4
GO:1990540,2,biological_process,1,6,4
GO:0042666,2,biological_process,1,7,7
GO:1905229,2,biological_process,1,6,6
GO:2000836,2,biological_process,1,7,6
GO:0015891,2,biological_process,3,10,10
GO:0034959,2,biological_process,1,5,5
GO:0060739,2,biological_process,2,5,5
GO:0045828,2,biological_process,1,8,7
GO:1904970,2,biological_process,8,5,5
GO:0032888,2,biological_process,1,6,6
GO:1902296,2,biological_process,1,8,3
GO:0042633,2,biological_process,14,3,3
GO:0035684,2,biological_process,1,5,5
GO:0010729,2,biological_process,4,8,8
GO:0001546,2,biological_process,3,3,3
GO:0009956,2,biological_process,1,4,4
GO:0015887,2,biological_process,1,7,4
GO:0097280,2,biological_process,1,7,4
GO:0141212,2,biological_process,5,5,5
GO:1905828,2,biological_process,1,7,7
GO:0061930,2,biological_process,1,7,5
GO:0030581,2,biological_process,2,5,4
GO:0015843,2,biological_process,2,6,5
GO:0002184,2,biological_process,1,7,7
GO:0099575,2,biological_process,1,7,7
GO:0000338,2,biological_process,11,9,9
GO:0098746,2,biological_process,1,6,6
GO:0070159,2,biological_process,1,9,8
GO:1903568,2,biological_process,1,8,7
GO:0038165,2,biological_process,4,5,5
GO:0009450,2,biological_process,2,7,5
GO:0071678,2,biological_process,1,9,9
GO:0006603,2,biological_process,4,5,5
GO:0090648,2,biological_process,2,3,3
GO:2000720,2,biological_process,1,10,9
GO:0070781,2,biological_process,2,5,4
GO:0035788,2,biological_process,1,5,5
GO:0070901,2,biological_process,4,8,7
GO:0071722,2,biological_process,1,2,2
GO:1904614,2,biological_process,3,3,3
GO:0160127,2,biological_process,3,7,7
GO:0016031,2,biological_process,2,6,6
GO:1905584,2,biological_process,3,6,6
GO:0019285,2,biological_process,2,7,5
GO:0097211,2,biological_process,6,6,6
GO:0072660,2,biological_process,2,5,5
GO:0002387,2,biological_process,5,3,3
GO:0061757,2,biological_process,1,6,6
GO:0033488,2,biological_process,1,8,8
GO:0090459,2,biological_process,1,5,5
GO:0030974,2,biological_process,2,6,5
GO:0045050,2,biological_process,13,7,7
GO:0016110,2,biological_process,1,8,7
GO:0000411,2,biological_process,1,10,7
GO:0000454,2,biological_process,3,8,8
GO:1904057,2,biological_process,2,8,6
GO:0018406,2,biological_process,1,8,6
GO:2001298,2,biological_process,1,7,4
GO:0042628,2,biological_process,1,2,2
GO:0075506,2,biological_process,2,5,5
GO:2000355,2,biological_process,2,5,5
GO:0003433,2,biological_process,4,5,5
GO:0051083,2,biological_process,3,4,4
GO:0007387,2,biological_process,1,6,6
GO:0033386,2,biological_process,1,7,6
GO:0021894,2,biological_process,1,7,7
GO:0035526,2,biological_process,2,3,3
GO:0002130,2,biological_process,2,8,8
GO:0035283,2,biological_process,1,5,5
GO:0021564,2,biological_process,1,5,5
GO:0045299,2,biological_process,3,5,5
GO:0051141,2,biological_process,1,10,10
GO:0060480,2,biological_process,3,7,7
GO:0100001,2,biological_process,1,9,5
GO:1903886,2,biological_process,1,7,7
GO:0160192,2,biological_process,1,5,4
GO:0070911,2,biological_process,2,7,7
GO:0060580,2,biological_process,1,5,5
GO:1902490,2,biological_process,6,7,4
GO:0048075,2,biological_process,1,6,5
GO:0072750,2,biological_process,1,6,6
GO:0099608,2,biological_process,1,4,4
GO:0090212,2,biological_process,2,7,7
GO:0015960,2,biological_process,2,8,7
GO:1990683,2,biological_process,2,4,4
GO:0044524,2,biological_process,1,6,6
GO:0099606,2,biological_process,1,5,4
GO:0033624,2,biological_process,3,7,7
GO:0021858,2,biological_process,1,6,6
GO:0035862,2,biological_process,1,9,6
GO:0090095,2,biological_process,1,6,6
GO:0000028,2,biological_process,18,7,7
GO:0055017,2,biological_process,3,3,3
GO:0048137,2,biological_process,2,3,3
GO:0051344,2,biological_process,2,6,6
GO:1990575,2,biological_process,3,6,4
GO:0001835,2,biological_process,27,4,4
GO:0000394,2,biological_process,14,6,6
GO:1902104,2,biological_process,1,9,6
GO:1903699,2,biological_process,1,6,6
GO:0019293,2,biological_process,3,8,8
GO:2000393,2,biological_process,2,8,5
GO:0030730,2,biological_process,1,4,4
GO:0048822,2,biological_process,2,7,7
GO:1902838,2,biological_process,1,7,7
GO:1904055,2,biological_process,1,7,7
GO:0140290,2,biological_process,1,7,7
GO:0062172,2,biological_process,1,11,10
GO:0032474,2,biological_process,4,4,4
GO:1904253,2,biological_process,3,8,7
GO:1904330,2,biological_process,1,7,6
GO:0002616,2,biological_process,2,5,5
GO:0141164,2,biological_process,4,8,8
GO:1903060,2,biological_process,2,9,8
GO:0035781,2,biological_process,2,6,6
GO:0035498,2,biological_process,2,7,4
GO:0035878,2,biological_process,7,3,3
GO:0046713,2,biological_process,1,5,5
GO:0045004,2,biological_process,3,7,6
GO:1900480,2,biological_process,1,7,7
GO:0097551,2,biological_process,1,7,7
GO:0002086,2,biological_process,2,8,4
GO:0021659,2,biological_process,1,4,4
GO:0000103,2,biological_process,2,4,4
GO:2000174,2,biological_process,1,8,7
GO:0019290,2,biological_process,1,6,5
GO:0006566,2,biological_process,3,7,7
GO:0042942,2,biological_process,1,6,4
GO:0098705,2,biological_process,1,7,6
GO:0031449,2,biological_process,2,10,10
GO:0120012,2,biological_process,1,6,5
GO:0042396,2,biological_process,4,5,5
GO:0006168,2,biological_process,1,7,6
GO:1905161,2,biological_process,1,6,6
GO:0093001,2,biological_process,1,8,6
GO:0033030,2,biological_process,2,8,5
GO:0046080,2,biological_process,1,9,6
GO:0036179,2,biological_process,2,4,4
GO:0072227,2,biological_process,1,8,8
GO:0070586,2,biological_process,1,5,5
GO:0005998,2,biological_process,1,7,7
GO:0018021,2,biological_process,1,8,6
GO:0090592,2,biological_process,1,7,7
GO:0090210,2,biological_process,4,6,6
GO:0061956,2,biological_process,1,3,3
GO:0001834,2,biological_process,3,3,3
GO:2000408,2,biological_process,1,9,7
GO:0070560,2,biological_process,1,5,3
GO:0019303,2,biological_process,2,7,7
GO:0021831,2,biological_process,1,8,7
GO:0070475,2,biological_process,10,7,7
GO:0018199,2,biological_process,4,7,7
GO:1902362,2,biological_process,2,5,5
GO:0009439,2,biological_process,2,5,5
GO:0051164,2,biological_process,1,7,7
GO:2000287,2,biological_process,1,5,5
GO:0110111,2,biological_process,2,6,5
GO:1903327,2,biological_process,4,8,8
GO:0070889,2,biological_process,2,7,7
GO:0036090,2,biological_process,2,7,4
GO:0090345,2,biological_process,2,3,3
GO:0021703,2,biological_process,1,4,4
GO:0046465,2,biological_process,6,6,6
GO:0008295,2,biological_process,2,7,7
GO:0019556,2,biological_process,4,8,5
GO:0160075,2,biological_process,3,6,6
GO:0060051,2,biological_process,1,9,9
GO:0160176,2,biological_process,1,6,4
GO:0033382,2,biological_process,1,6,6
GO:0120094,2,biological_process,1,9,9
GO:0021942,2,biological_process,3,6,6
GO:1904960,2,biological_process,2,6,6
GO:1902480,2,biological_process,2,8,8
GO:0071909,2,biological_process,1,7,7
GO:0070376,2,biological_process,3,7,7
GO:1902955,2,biological_process,1,6,6
GO:1902151,2,biological_process,2,5,5
GO:0008348,2,biological_process,1,7,6
GO:1904444,2,biological_process,1,6,4
GO:0039585,2,biological_process,2,5,5
GO:0141201,2,biological_process,5,6,4
GO:0099527,2,biological_process,4,4,4
GO:0002812,2,biological_process,1,7,7
GO:0036093,2,biological_process,3,3,3
GO:0051308,2,biological_process,1,5,4
GO:1905134,2,biological_process,1,8,5
GO:0031037,2,biological_process,1,6,6
GO:1900228,2,biological_process,2,5,4
GO:0042365,2,biological_process,3,6,6
GO:0006041,2,biological_process,3,6,6
GO:0050916,2,biological_process,7,7,7
GO:0160203,2,biological_process,3,3,3
GO:0002589,2,biological_process,2,6,6
GO:1905090,2,biological_process,2,10,10
GO:0062177,2,biological_process,3,6,6
GO:0018201,2,biological_process,3,7,7
GO:0014037,2,biological_process,7,5,5
GO:1905706,2,biological_process,4,9,9
GO:2000101,2,biological_process,1,5,5
GO:0086098,2,biological_process,1,5,5
GO:1901475,2,biological_process,9,8,5
GO:1904569,2,biological_process,1,9,9
GO:0018009,2,biological_process,1,9,8
GO:0009227,2,biological_process,1,6,5
GO:0000349,2,biological_process,2,7,7
GO:2000420,2,biological_process,1,7,7
GO:0031022,2,biological_process,2,6,4
GO:0060427,2,biological_process,2,5,5
GO:1905793,2,biological_process,2,10,10
GO:0019493,2,biological_process,1,8,8
GO:0002300,2,biological_process,1,8,8
GO:0035445,2,biological_process,1,6,5
GO:2000176,2,biological_process,1,9,8
GO:0000967,2,biological_process,5,6,6
GO:0097210,2,biological_process,8,5,5
GO:0160217,2,biological_process,3,8,7
GO:1904691,2,biological_process,3,7,7
GO:0046657,2,biological_process,2,8,5
GO:0045137,2,biological_process,5,3,3
GO:0000025,2,biological_process,1,8,7
GO:0090275,2,biological_process,1,7,7
GO:0016260,2,biological_process,2,8,7
GO:0016123,2,biological_process,1,10,6
GO:1990579,2,biological_process,1,9,9
GO:0036048,2,biological_process,1,7,7
GO:0120054,2,biological_process,1,4,4
GO:0008291,2,biological_process,6,4,4
GO:0002939,2,biological_process,3,7,7
GO:0009210,2,biological_process,1,9,8
GO:2001176,2,biological_process,1,6,6
GO:0071586,2,biological_process,3,7,7
GO:0071582,2,biological_process,1,8,6
GO:0002329,2,biological_process,1,7,7
GO:0015724,2,biological_process,1,7,7
GO:0061526,2,biological_process,1,6,5
GO:1904317,2,biological_process,1,6,5
GO:1900280,2,biological_process,1,9,6
GO:0033364,2,biological_process,2,7,7
GO:0033696,2,biological_process,2,6,6
GO:0006597,2,biological_process,2,7,7
GO:0035523,2,biological_process,4,10,10
GO:0036261,2,biological_process,10,7,6
GO:0019742,2,biological_process,1,8,8
GO:1904442,2,biological_process,1,7,5
GO:1990949,2,biological_process,1,5,4
GO:0006567,2,biological_process,2,8,8
GO:2000119,2,biological_process,1,7,5
GO:0006772,2,biological_process,4,6,5
GO:0035946,2,biological_process,1,9,9
GO:1905554,2,biological_process,1,7,6
GO:0002541,2,biological_process,1,7,7
GO:0006599,2,biological_process,4,5,4
GO:1903334,2,biological_process,2,5,5
GO:0032917,2,biological_process,3,6,6
GO:2001136,2,biological_process,3,6,6
GO:0071444,2,biological_process,1,4,4
GO:1902558,2,biological_process,2,8,4
GO:1904239,2,biological_process,1,6,6
GO:2000983,2,biological_process,1,5,5
GO:0098544,2,biological_process,2,3,3
GO:0010879,2,biological_process,1,7,6
GO:0001507,2,biological_process,2,5,5
GO:1901810,2,biological_process,1,9,6
GO:0043921,2,biological_process,1,6,5
GO:1901207,2,biological_process,2,6,6
GO:0090720,2,biological_process,2,4,4
GO:0034126,2,biological_process,1,8,8
GO:1903100,2,biological_process,1,8,8
GO:0006574,2,biological_process,4,7,6
GO:0071240,2,biological_process,1,4,4
GO:0014736,2,biological_process,1,6,6
GO:0032919,2,biological_process,1,7,7
GO:1905707,2,biological_process,1,10,10
GO:0072047,2,biological_process,2,5,4
GO:0006384,2,biological_process,10,8,8
GO:0061511,2,biological_process,4,3,3
GO:2000825,2,biological_process,1,10,5
GO:0042946,2,biological_process,3,6,6
GO:1904570,2,biological_process,1,10,10
GO:0006055,2,biological_process,5,6,6
GO:0035783,2,biological_process,1,10,4
GO:1904984,2,biological_process,1,6,6
GO:1902983,2,biological_process,1,5,4
GO:0035732,2,biological_process,1,2,2
GO:2000257,2,biological_process,2,8,8
GO:0055127,2,biological_process,1,2,2
GO:0061377,2,biological_process,1,3,3
GO:2000229,2,biological_process,1,6,6
GO:1904234,2,biological_process,2,6,6
GO:0002776,2,biological_process,1,6,6
GO:0042249,2,biological_process,4,5,5
GO:0160164,2,biological_process,1,7,7
GO:2000633,2,biological_process,2,9,8
GO:0150035,2,biological_process,2,6,6
GO:0071962,2,biological_process,3,5,5
GO:1901255,2,biological_process,2,7,7
GO:0000053,2,biological_process,1,8,4
GO:0160179,2,biological_process,1,5,5
GO:1905371,2,biological_process,3,7,6
GO:0018153,2,biological_process,1,8,8
GO:1904735,2,biological_process,1,8,8
GO:0097214,2,biological_process,1,5,5
GO:0031427,2,biological_process,1,4,4
GO:0099179,2,biological_process,4,6,6
GO:1902068,2,biological_process,2,5,5
GO:1903882,2,biological_process,2,7,7
GO:0042819,2,biological_process,3,7,5
GO:2000276,2,biological_process,1,8,5
GO:1902340,2,biological_process,4,8,8
GO:0051685,2,biological_process,1,4,4
GO:1904398,2,biological_process,3,7,6
GO:2000202,2,biological_process,1,7,6
GO:1901034,2,biological_process,1,7,7
GO:0035545,2,biological_process,2,6,6
GO:0038112,2,biological_process,2,5,5
GO:0046360,2,biological_process,1,8,7
GO:1900143,2,biological_process,1,8,8
GO:0044572,2,biological_process,5,7,7
GO:1902482,2,biological_process,1,8,8
GO:0036344,2,biological_process,3,4,4
GO:2001111,2,biological_process,2,7,7
GO:0090074,2,biological_process,1,6,6
GO:0090132,2,biological_process,2,3,3
GO:0046543,2,biological_process,2,4,4
GO:0072249,2,biological_process,2,7,7
GO:0001545,2,biological_process,1,3,3
GO:0021723,2,biological_process,1,3,3
GO:0002416,2,biological_process,1,4,4
GO:0033082,2,biological_process,2,8,8
GO:0080120,2,biological_process,1,6,6
GO:0021899,2,biological_process,1,7,7
GO:0120168,2,biological_process,1,6,6
GO:0070367,2,biological_process,1,7,5
GO:0001980,2,biological_process,1,5,5
GO:0042478,2,biological_process,42,7,6
GO:0051623,2,biological_process,1,6,5
GO:0097279,2,biological_process,1,5,5
GO:2001246,2,biological_process,1,9,9
GO:0090230,2,biological_process,5,7,6
GO:1903778,2,biological_process,1,7,5
GO:1902071,2,biological_process,1,6,6
GO:0002084,2,biological_process,7,7,7
GO:0032812,2,biological_process,1,7,7
GO:0002648,2,biological_process,1,6,6
GO:1904704,2,biological_process,1,8,7
GO:0048250,2,biological_process,2,6,5
GO:0000320,2,biological_process,4,3,3
GO:0120117,2,biological_process,1,6,6
GO:0055113,2,biological_process,1,7,4
GO:1905373,2,biological_process,2,7,6
GO:1902145,2,biological_process,2,5,4
GO:1903433,2,biological_process,2,6,6
GO:1900139,2,biological_process,1,8,7
GO:1905415,2,biological_process,1,9,9
GO:1901301,2,biological_process,2,6,6
GO:1903910,2,biological_process,2,8,7
GO:0099123,2,biological_process,1,6,4
GO:0016191,2,biological_process,3,9,9
GO:0099548,2,biological_process,1,7,6
GO:0033514,2,biological_process,1,6,6
GO:1903988,2,biological_process,1,6,4
GO:0007388,2,biological_process,1,6,6
GO:1900827,2,biological_process,1,7,5
GO:0033366,2,biological_process,3,6,6
GO:0015723,2,biological_process,1,7,5
GO:0106106,2,biological_process,1,4,4
GO:0070460,2,biological_process,2,7,7
GO:0120154,2,biological_process,2,7,7
GO:1904911,2,biological_process,1,5,4
GO:0051543,2,biological_process,1,8,8
GO:0006556,2,biological_process,7,5,5
GO:1904021,2,biological_process,2,8,7
GO:1902688,2,biological_process,2,8,8
GO:2000388,2,biological_process,1,6,5
GO:1902442,2,biological_process,1,6,6
GO:1990809,2,biological_process,4,7,6
GO:0070444,2,biological_process,1,4,4
GO:2001124,2,biological_process,2,9,9
GO:0051684,2,biological_process,3,4,4
GO:0090297,2,biological_process,2,10,8
GO:1905000,2,biological_process,2,6,6
GO:1990046,2,biological_process,2,7,4
GO:1904411,2,biological_process,1,7,7
GO:0010808,2,biological_process,1,7,7
GO:0061193,2,biological_process,1,5,5
GO:0006434,2,biological_process,2,8,8
GO:2000569,2,biological_process,1,9,9
GO:0075521,2,biological_process,1,5,5
GO:1903709,2,biological_process,1,5,5
GO:0060064,2,biological_process,1,4,4
GO:0061670,2,biological_process,1,5,5
GO:0003311,2,biological_process,2,6,6
GO:0017062,2,biological_process,13,7,7
GO:0036483,2,biological_process,1,6,6
GO:0071206,2,biological_process,1,7,4
GO:0036480,2,biological_process,2,6,6
GO:0060092,2,biological_process,2,6,6
GO:0032789,2,biological_process,1,8,8
GO:0070946,2,biological_process,2,7,7
GO:0097327,2,biological_process,1,3,3
GO:0061623,2,biological_process,1,8,8
GO:0015805,2,biological_process,1,5,5
GO:1905012,2,biological_process,1,9,7
GO:0035780,2,biological_process,1,6,6
GO:0032979,2,biological_process,5,7,6
GO:1905794,2,biological_process,1,5,4
GO:1903912,2,biological_process,1,10,9
GO:0061591,2,biological_process,3,8,8
GO:0032194,2,biological_process,2,7,7
GO:0140298,2,biological_process,1,5,5
GO:0021842,2,biological_process,1,5,5
GO:0070681,2,biological_process,4,7,7
GO:0051638,2,biological_process,1,9,9
GO:0140820,2,biological_process,5,3,3
GO:0060151,2,biological_process,2,3,3
GO:2001049,2,biological_process,2,5,5
GO:0070060,2,biological_process,1,7,7
GO:0022004,2,biological_process,1,2,2
GO:1903644,2,biological_process,3,5,5
GO:1903806,2,biological_process,1,5,5
GO:0006542,2,biological_process,2,8,8
GO:0035922,2,biological_process,1,3,3
GO:0016480,2,biological_process,4,10,10
GO:0006579,2,biological_process,3,5,5
GO:1905935,2,biological_process,2,5,5
GO:0006671,2,biological_process,1,8,6
GO:0039008,2,biological_process,1,7,7
GO:0097250,2,biological_process,11,7,6
GO:0015730,2,biological_process,1,7,7
GO:0090152,2,biological_process,1,5,5
GO:0032458,2,biological_process,2,5,5
GO:0002304,2,biological_process,3,7,7
GO:1903621,2,biological_process,1,8,8
GO:0002843,2,biological_process,1,7,6
GO:2000043,2,biological_process,1,6,6
GO:0022013,2,biological_process,1,5,5
GO:1904985,2,biological_process,1,7,7
GO:0033342,2,biological_process,1,5,5
GO:1904199,2,biological_process,1,5,5
GO:0072127,2,biological_process,1,5,5
GO:1905154,2,biological_process,2,6,6
GO:1990787,2,biological_process,1,7,4
GO:0000912,2,biological_process,4,5,4
GO:0015790,2,biological_process,1,5,5
GO:1903445,2,biological_process,2,6,6
GO:0051410,2,biological_process,5,2,2
GO:0001120,2,biological_process,1,6,6
GO:0043048,2,biological_process,1,6,6
GO:1904445,2,biological_process,1,7,5
GO:0014064,2,biological_process,1,6,6
GO:0106005,2,biological_process,4,7,7
GO:0015881,2,biological_process,5,7,5
GO:1904719,2,biological_process,2,10,7
GO:0008615,2,biological_process,2,6,6
GO:0046168,2,biological_process,2,6,5
GO:0009932,2,biological_process,1,4,4
GO:0036060,2,biological_process,2,8,8
GO:0006388,2,biological_process,13,7,6
GO:1902443,2,biological_process,1,7,7
GO:0110031,2,biological_process,3,9,6
GO:0021523,2,biological_process,3,6,6
GO:0036367,2,biological_process,3,6,6
GO:0042941,2,biological_process,1,6,4
GO:0035562,2,biological_process,2,5,5
GO:0140050,2,biological_process,1,8,7
GO:0000741,2,biological_process,1,6,6
GO:0001112,2,biological_process,1,7,7
GO:1901248,2,biological_process,2,7,5
GO:0010133,2,biological_process,3,9,8
GO:0140285,2,biological_process,3,6,6
GO:1904331,2,biological_process,1,8,6
GO:0032307,2,biological_process,1,7,6
GO:0060304,2,biological_process,5,8,6
GO:0048757,2,biological_process,1,4,3
GO:0039654,2,biological_process,1,3,3
GO:0072697,2,biological_process,3,6,6
GO:0043503,2,biological_process,4,3,3
GO:0006782,2,biological_process,9,6,6
GO:0044870,2,biological_process,2,5,5
GO:0071469,2,biological_process,2,5,5
GO:0033566,2,biological_process,3,3,3
GO:0006649,2,biological_process,3,6,6
GO:1901290,2,biological_process,1,6,6
GO:1902292,2,biological_process,5,7,3
GO:0045110,2,biological_process,8,5,5
GO:0048105,2,biological_process,3,6,6
GO:0009447,2,biological_process,2,7,7
GO:1903424,2,biological_process,1,5,5
GO:1904792,2,biological_process,1,7,7
GO:0090262,2,biological_process,1,7,7
GO:0060598,2,biological_process,1,6,6
GO:0045175,2,biological_process,1,5,5
GO:2000103,2,biological_process,1,6,5
GO:0032599,2,biological_process,1,6,6
GO:0072722,2,biological_process,1,4,4
GO:0036438,2,biological_process,8,5,5
GO:0002101,2,biological_process,3,8,8
GO:0051878,2,biological_process,1,5,3
GO:1904613,2,biological_process,3,4,4
GO:0002143,2,biological_process,4,9,8
GO:0033371,2,biological_process,1,7,7
GO:0019509,2,biological_process,5,6,6
GO:0099049,2,biological_process,1,7,7
GO:1900247,2,biological_process,4,9,9
GO:0072579,2,biological_process,1,7,7
GO:0018344,2,biological_process,6,5,5
GO:0031119,2,biological_process,6,7,7
GO:0099041,2,biological_process,5,5,5
